65
  0.000000  0.000000  0.0
  0.000602  -.003160  0.0
  0.002408  -.006308  0.0
  0.005412  -.009443  0.0
  0.009607  -.012559  0.0
  0.014984  -.015649  0.0
  0.021530  -.018707  0.0
  0.029228  -.021722  0.0
  0.038060  -.024685  0.0
  0.048005  -.027586  0.0
  0.059039  -.030416  0.0
  0.071136  -.033170  0.0
  0.084265  -.035843  0.0
  0.098396  -.038431  0.0
  0.113495  -.040929  0.0
  0.129524  -.043326  0.0
  0.146447  -.045610  0.0
  0.164221  -.047773  0.0
  0.182803  -.049805  0.0
  0.202150  -.051694  0.0
  0.222215  -.053427  0.0
  0.242949  -.054994  0.0
  0.264302  -.056376  0.0
  0.286222  -.057547  0.0
  0.308658  -.058459  0.0
  0.331555  -.059046  0.0
  0.354858  -.059236  0.0
  0.378510  -.058974  0.0
  0.402455  -.058224  0.0
  0.426635  -.056979  0.0
  0.450991  -.055257  0.0
  0.475466  -.053099  0.0
  0.500000  -.050563  0.0
  0.524534  -.047719  0.0
  0.549009  -.044642  0.0
  0.573365  -.041397  0.0
  0.597545  -.038043  0.0
  0.621490  -.034631  0.0
  0.645142  -.031207  0.0
  0.668445  -.027814  0.0
  0.691342  -.024495  0.0
  0.713778  -.021289  0.0
  0.735698  -.018232  0.0
  0.757051  -.015357  0.0
  0.777785  -.012690  0.0
  0.797850  -.010244  0.0
  0.817197  -.008027  0.0
  0.835779  -.006048  0.0
  0.853553  -.004314  0.0
  0.870476  -.002829  0.0
  0.886505  -.001592  0.0
  0.901604  -.000600  0.0
  0.915735  0.000157  0.0
  0.928864  0.000694  0.0
  0.940961  0.001033  0.0
  0.951995  0.001197  0.0
  0.961940  0.001212  0.0
  0.970772  0.001112  0.0
  0.978470  0.000935  0.0
  0.985016  0.000719  0.0
  0.990393  0.000497  0.0
  0.994588  0.000296  0.0
  0.997592  0.000137  0.0
  0.999398  0.000035  0.0
  1.000000  0.000000  0.0
