65
  1.000000  0.000000  0.0
  0.999398  0.000128  0.0
  0.997592  0.000510  0.0
  0.994588  0.001137  0.0
  0.990393  0.002001  0.0
  0.985016  0.003092  0.0
  0.978470  0.004401  0.0
  0.970772  0.005915  0.0
  0.961940  0.007622  0.0
  0.951995  0.009508  0.0
  0.940961  0.011562  0.0
  0.928864  0.013769  0.0
  0.915735  0.016113  0.0
  0.901604  0.018580  0.0
  0.886505  0.021153  0.0
  0.870476  0.023817  0.0
  0.853553  0.026554  0.0
  0.835779  0.029347  0.0
  0.817197  0.032176  0.0
  0.797850  0.035017  0.0
  0.777785  0.037847  0.0
  0.757051  0.040641  0.0
  0.735698  0.043377  0.0
  0.713778  0.046029  0.0
  0.691342  0.048575  0.0
  0.668445  0.050993  0.0
  0.645142  0.053258  0.0
  0.621490  0.055344  0.0
  0.597545  0.057218  0.0
  0.573365  0.058845  0.0
  0.549009  0.060194  0.0
  0.524534  0.061254  0.0
  0.500000  0.062029  0.0
  0.475466  0.062530  0.0
  0.450991  0.062774  0.0
  0.426635  0.062779  0.0
  0.402455  0.062562  0.0
  0.378510  0.062133  0.0
  0.354858  0.061497  0.0
  0.331555  0.060660  0.0
  0.308658  0.059629  0.0
  0.286222  0.058414  0.0
  0.264302  0.057026  0.0
  0.242949  0.055470  0.0
  0.222215  0.053753  0.0
  0.202150  0.051885  0.0
  0.182803  0.049874  0.0
  0.164221  0.047729  0.0
  0.146447  0.045457  0.0
  0.129524  0.043071  0.0
  0.113495  0.040585  0.0
  0.098396  0.038011  0.0
  0.084265  0.035360  0.0
  0.071136  0.032644  0.0
  0.059039  0.029874  0.0
  0.048005  0.027062  0.0
  0.038060  0.024219  0.0
  0.029228  0.021348  0.0
  0.021530  0.018441  0.0
  0.014984  0.015489  0.0
  0.009607  0.012480  0.0
  0.005412  0.009416  0.0
  0.002408  0.006306  0.0
  0.000602  0.003165  0.0
  0.000000  0.000000  0.0
